order_date,demand,actual_demand,predicted_demand,lower_bound,upper_bound,is_forecast,model_used,forecast_horizon
2025-08-18,35.0,35.0,,,,0,Linear Regression,30
2025-08-19,19.0,19.0,,,,0,Linear Regression,30
2025-08-20,33.0,33.0,,,,0,Linear Regression,30
2025-08-21,26.0,26.0,,,,0,Linear Regression,30
2025-08-22,25.0,25.0,,,,0,Linear Regression,30
2025-08-23,15.0,15.0,,,,0,Linear Regression,30
2025-08-24,26.0,26.0,,,,0,Linear Regression,30
2025-08-25,35.0,35.0,,,,0,Linear Regression,30
2025-08-26,23.0,23.0,,,,0,Linear Regression,30
2025-08-27,41.0,41.0,,,,0,Linear Regression,30
2025-08-28,42.0,42.0,,,,0,Linear Regression,30
2025-08-29,27.0,27.0,,,,0,Linear Regression,30
2025-08-30,31.0,31.0,,,,0,Linear Regression,30
2025-08-31,31.0,31.0,,,,0,Linear Regression,30
2025-09-01,29.0,29.0,,,,0,Linear Regression,30
2025-09-02,17.0,17.0,,,,0,Linear Regression,30
2025-09-03,17.0,17.0,,,,0,Linear Regression,30
2025-09-04,22.0,22.0,,,,0,Linear Regression,30
2025-09-05,38.0,38.0,,,,0,Linear Regression,30
2025-09-06,28.0,28.0,,,,0,Linear Regression,30
2025-09-07,20.0,20.0,,,,0,Linear Regression,30
2025-09-08,11.0,11.0,,,,0,Linear Regression,30
2025-09-09,13.0,13.0,,,,0,Linear Regression,30
2025-09-10,22.0,22.0,,,,0,Linear Regression,30
2025-09-11,12.0,12.0,,,,0,Linear Regression,30
2025-09-12,15.0,15.0,,,,0,Linear Regression,30
2025-09-13,9.0,9.0,,,,0,Linear Regression,30
2025-09-14,32.0,32.0,,,,0,Linear Regression,30
2025-09-15,28.0,28.0,,,,0,Linear Regression,30
2025-09-16,20.0,20.0,,,,0,Linear Regression,30
2025-09-17,33.0,33.0,,,,0,Linear Regression,30
2025-09-18,7.0,7.0,,,,0,Linear Regression,30
2025-09-19,16.0,16.0,,,,0,Linear Regression,30
2025-09-20,28.0,28.0,,,,0,Linear Regression,30
2025-09-21,8.0,8.0,,,,0,Linear Regression,30
2025-09-22,28.0,28.0,,,,0,Linear Regression,30
2025-09-23,37.0,37.0,,,,0,Linear Regression,30
2025-09-24,24.0,24.0,,,,0,Linear Regression,30
2025-09-25,27.0,27.0,,,,0,Linear Regression,30
2025-09-26,31.0,31.0,,,,0,Linear Regression,30
2025-09-27,29.0,29.0,,,,0,Linear Regression,30
2025-09-28,21.0,21.0,,,,0,Linear Regression,30
2025-09-29,23.0,23.0,,,,0,Linear Regression,30
2025-09-30,29.0,29.0,,,,0,Linear Regression,30
2025-10-01,43.0,43.0,,,,0,Linear Regression,30
2025-10-02,26.0,26.0,,,,0,Linear Regression,30
2025-10-03,33.0,33.0,,,,0,Linear Regression,30
2025-10-04,30.0,30.0,,,,0,Linear Regression,30
2025-10-05,15.0,15.0,,,,0,Linear Regression,30
2025-10-06,30.0,30.0,,,,0,Linear Regression,30
2025-10-07,24.0,24.0,,,,0,Linear Regression,30
2025-10-08,18.0,18.0,,,,0,Linear Regression,30
2025-10-09,27.0,27.0,,,,0,Linear Regression,30
2025-10-10,40.0,40.0,,,,0,Linear Regression,30
2025-10-11,20.0,20.0,,,,0,Linear Regression,30
2025-10-12,11.0,11.0,,,,0,Linear Regression,30
2025-10-13,25.0,25.0,,,,0,Linear Regression,30
2025-10-14,19.0,19.0,,,,0,Linear Regression,30
2025-10-15,15.0,15.0,,,,0,Linear Regression,30
2025-10-16,18.0,18.0,,,,0,Linear Regression,30
2025-10-17,21.0,21.0,,,,0,Linear Regression,30
2025-10-18,23.0,23.0,,,,0,Linear Regression,30
2025-10-19,16.0,16.0,,,,0,Linear Regression,30
2025-10-20,28.0,28.0,,,,0,Linear Regression,30
2025-10-21,21.0,21.0,,,,0,Linear Regression,30
2025-10-22,18.0,18.0,,,,0,Linear Regression,30
2025-10-23,12.0,12.0,,,,0,Linear Regression,30
2025-10-24,21.0,21.0,,,,0,Linear Regression,30
2025-10-25,20.0,20.0,,,,0,Linear Regression,30
2025-10-26,7.0,7.0,,,,0,Linear Regression,30
2025-10-27,14.0,14.0,,,,0,Linear Regression,30
2025-10-28,21.0,21.0,,,,0,Linear Regression,30
2025-10-29,19.0,19.0,,,,0,Linear Regression,30
2025-10-30,23.0,23.0,,,,0,Linear Regression,30
2025-10-31,22.0,22.0,,,,0,Linear Regression,30
2025-11-01,37.0,37.0,,,,0,Linear Regression,30
2025-11-02,28.0,28.0,,,,0,Linear Regression,30
2025-11-03,19.0,19.0,,,,0,Linear Regression,30
2025-11-04,38.0,38.0,,,,0,Linear Regression,30
2025-11-05,33.0,33.0,,,,0,Linear Regression,30
2025-11-06,33.0,33.0,,,,0,Linear Regression,30
2025-11-07,32.0,32.0,,,,0,Linear Regression,30
2025-11-08,30.0,30.0,,,,0,Linear Regression,30
2025-11-09,35.0,35.0,,,,0,Linear Regression,30
2025-11-10,15.0,15.0,,,,0,Linear Regression,30
2025-11-11,34.0,34.0,,,,0,Linear Regression,30
2025-11-12,18.0,18.0,,,,0,Linear Regression,30
2025-11-13,37.0,37.0,,,,0,Linear Regression,30
2025-11-14,25.0,25.0,,,,0,Linear Regression,30
2025-11-15,33.0,33.0,,,,0,Linear Regression,30
2025-11-16,10.0,10.0,,,,0,Linear Regression,30
2025-11-17,34.0,34.0,,,,0,Linear Regression,30
2025-11-18,24.0,24.0,,,,0,Linear Regression,30
2025-11-19,12.0,12.0,,,,0,Linear Regression,30
2025-11-20,21.0,21.0,,,,0,Linear Regression,30
2025-11-21,27.0,27.0,,,,0,Linear Regression,30
2025-11-22,15.0,15.0,,,,0,Linear Regression,30
2025-11-23,22.0,22.0,,,,0,Linear Regression,30
2025-11-24,24.0,24.0,,,,0,Linear Regression,30
2025-11-25,32.0,32.0,,,,0,Linear Regression,30
2025-11-26,29.0,29.0,,,,0,Linear Regression,30
2025-11-27,7.0,7.0,,,,0,Linear Regression,30
2025-11-28,38.0,38.0,,,,0,Linear Regression,30
2025-11-29,11.0,11.0,,,,0,Linear Regression,30
2025-11-30,28.0,28.0,,,,0,Linear Regression,30
2025-12-01,14.0,14.0,,,,0,Linear Regression,30
2025-12-02,15.0,15.0,,,,0,Linear Regression,30
2025-12-03,31.0,31.0,,,,0,Linear Regression,30
2025-12-04,28.0,28.0,,,,0,Linear Regression,30
2025-12-05,27.0,27.0,,,,0,Linear Regression,30
2025-12-06,35.0,35.0,,,,0,Linear Regression,30
2025-12-07,31.0,31.0,,,,0,Linear Regression,30
2025-12-08,31.0,31.0,,,,0,Linear Regression,30
2025-12-09,35.0,35.0,,,,0,Linear Regression,30
2025-12-10,42.0,42.0,,,,0,Linear Regression,30
2025-12-11,32.0,32.0,,,,0,Linear Regression,30
2025-12-12,36.0,36.0,,,,0,Linear Regression,30
2025-12-13,21.0,21.0,,,,0,Linear Regression,30
2025-12-14,27.0,27.0,,,,0,Linear Regression,30
2025-12-15,30.0,30.0,,,,0,Linear Regression,30
2025-12-16,17.0,17.0,,,,0,Linear Regression,30
2025-12-17,16.0,16.0,,,,0,Linear Regression,30
2025-12-18,23.0,23.0,,,,0,Linear Regression,30
2025-12-19,38.0,38.0,,,,0,Linear Regression,30
2025-12-20,29.0,29.0,,,,0,Linear Regression,30
2025-12-21,9.0,9.0,,,,0,Linear Regression,30
2025-12-22,30.0,30.0,,,,0,Linear Regression,30
2025-12-23,35.0,35.0,,,,0,Linear Regression,30
2025-12-24,20.0,20.0,,,,0,Linear Regression,30
2025-12-25,33.0,33.0,,,,0,Linear Regression,30
2025-12-26,22.0,22.0,,,,0,Linear Regression,30
2025-12-27,33.0,33.0,,,,0,Linear Regression,30
2025-12-28,37.0,37.0,,,,0,Linear Regression,30
2025-12-29,32.0,32.0,,,,0,Linear Regression,30
2025-12-30,47.0,47.0,,,,0,Linear Regression,30
2025-12-31,31.0,31.0,,,,0,Linear Regression,30
2026-01-01,27.33,,27.33,9.32,45.34,1,Linear Regression,30
2026-01-02,22.85,,22.85,4.84,40.86,1,Linear Regression,30
2026-01-03,21.3,,21.3,3.29,39.31,1,Linear Regression,30
2026-01-04,21.8,,21.8,3.79,39.81,1,Linear Regression,30
2026-01-05,22.69,,22.69,4.68,40.7,1,Linear Regression,30
2026-01-06,22.1,,22.1,4.09,40.11,1,Linear Regression,30
2026-01-07,22.05,,22.05,4.04,40.06,1,Linear Regression,30
2026-01-08,22.34,,22.34,4.33,40.35,1,Linear Regression,30
2026-01-09,21.45,,21.45,3.44,39.46,1,Linear Regression,30
2026-01-10,21.12,,21.12,3.11,39.13,1,Linear Regression,30
2026-01-11,21.04,,21.04,3.03,39.05,1,Linear Regression,30
2026-01-12,20.22,,20.22,2.21,38.23,1,Linear Regression,30
2026-01-13,21.49,,21.49,3.48,39.5,1,Linear Regression,30
2026-01-14,20.11,,20.11,2.1,38.12,1,Linear Regression,30
2026-01-15,19.9,,19.9,1.89,37.91,1,Linear Regression,30
2026-01-16,20.53,,20.53,2.52,38.54,1,Linear Regression,30
2026-01-17,20.55,,20.55,2.54,38.56,1,Linear Regression,30
2026-01-18,20.05,,20.05,2.04,38.06,1,Linear Regression,30
2026-01-19,19.02,,19.02,1.01,37.03,1,Linear Regression,30
2026-01-20,19.98,,19.98,1.97,37.99,1,Linear Regression,30
2026-01-21,21.05,,21.05,3.04,39.06,1,Linear Regression,30
2026-01-22,19.65,,19.65,1.64,37.66,1,Linear Regression,30
2026-01-23,19.13,,19.13,1.12,37.14,1,Linear Regression,30
2026-01-24,19.91,,19.91,1.9,37.92,1,Linear Regression,30
2026-01-25,19.04,,19.04,1.03,37.05,1,Linear Regression,30
2026-01-26,19.47,,19.47,1.46,37.48,1,Linear Regression,30
2026-01-27,19.41,,19.41,1.4,37.42,1,Linear Regression,30
2026-01-28,18.94,,18.94,0.93,36.95,1,Linear Regression,30
2026-01-29,19.11,,19.11,1.1,37.12,1,Linear Regression,30
2026-01-30,18.07,,18.07,0.06,36.08,1,Linear Regression,30
